customer_id,age,region,favorite_team,join_date,membership_tier,season_ticket_yn,purchase_count,total_spent,last_purchase_date,sns_follow_yn,referral_source,attended_games,favorite_seat_section
KBOFAN0000781,71.0,JEJU,LGTwins,01-02-2020,VIP,0,9.0,348041.0,2025.03.11,1.0,Offline Event,7,Table Seat
KBOFAN0003018,68.0,busan,kia tigers,2020-12-27,Gold,n,5.0,77398.0,09/25/2025,1.0,Club Website,9,Infield
KBOFAN0004967,35.0,Incheon-si,ssg landers,2016-11-18,Bronze,Y,7.0,389221.0,2024-09-08,1.0,,9,Family Zone
KBOFAN0003726,19.0,Busan ,SAMSUNG LIONS,10/11/2019,Gold,Y,9.0,154123.0,2024-02-01,1.0,SNS,12,Table Seat
KBOFAN0001198,31.0,Incheon,lg twins,2017.07.15,Bronze,y,4.0,166165.0,03/19/2025,1.0,Friend Referral,15,Premium Box
KBOFAN0002609,71.0,CHEONGJU,NC Dinos,2020-10-15,Bronze,n,4.0,115894.0,2023-11-07,1.0,SNS,14,Table Seat
KBOFAN0004449,16.0, Gwangju,kia tigers,08/20/2018,Silver,Yes,5.0,145237.0,02/22/2023,0.0,Club Website,8,
KBOFAN0001988,73.0,Daejeon, Samsung Lions ,07/16/2017,Bronze,No,5.0,216002.0,10/02/2024,0.0,,11,Family Zone
KBOFAN0000846,75.0,Cheongju ,doosan bears,2016.03.27,Silver,No,6.0,119145.0,02-06-2025,1.0,Advertisement,7,Premium Box
KBOFAN0000603,39.0,Suwon-si,nc dinos,2021-10-13,VIP,Yes,11.0,631177.0,22-04-2025,1.0,Friend Referral,6,Infield
KBOFAN0003687,66.0,Daejeon,kiwoom heroes,2019.09.22,Bronze,Yes,3.0,167077.0,20-03-2025,0.0,Offline Event,6,Premium Box
KBOFAN0003802,58.0,Daejeon,DOOSAN BEARS,07-12-2018,VIP,Yes,4.0,164873.0,2023-04-28,0.0,SNS,7,Table Seat
KBOFAN0000109,58.0,CHANGWON, SSG Landers ,2016.08.23,Silver,y,5.0,338894.0,2025.09.23,0.0,Friend Referral,9,
KBOFAN0004330,65.0,Suwon-si,LGTwins,2020-01-27,Bronze,No,6.0,154638.0,2025.09.22,0.0,SNS,8,Table Seat
KBOFAN0003006,63.0,Changwon City,kia tigers,2016.02.14,Bronze,0,0.0,0.0,12/15/2024,0.0,Advertisement,11,Infield
KBOFAN0004333,31.0,Daejeon-si,KIWOOM HEROES,2024-10-17,Silver,n,5.0,221050.0,23-05-2024,0.0,Offline Event,10,Infield
KBOFAN0001303,32.0,JEJU, NC Dinos ,2019-11-22,Silver,0,6.0,141472.0,2025-08-30,0.0,SNS,12,Family Zone
KBOFAN0000829,37.0,Daegu-si,,17-09-2023,Silver,Yes,3.0,74038.0,2023-12-01,0.0,SNS,8,Outfield
KBOFAN0000152,28.0, Daegu,SSGLanders,20-02-2021,Gold,y,7.0,318149.0,2024-10-30,,Advertisement,8,Family Zone
KBOFAN0003760,130.0,CHANGWON,KIA TIGERS,07/18/2022,Bronze,No,5.0,308335.0,17-05-2025,1.0,Advertisement,11,Premium Box
KBOFAN0003149,74.0,jeju,KIATigers,2016.09.13,Bronze,n,12.0,529886.0,2025-10-10,0.0,Offline Event,12,Premium Box
KBOFAN0004814,59.0,Jeju-si,KIWOOM HEROES,16-01-2018,,0,7.0,136474.0,2024-08-23,1.0,Offline Event,6,Infield
KBOFAN0004424,61.0,gwangju,LGTwins,2015.04.29,Bronze,y,2.0,64741.0,07-02-2025,,Offline Event,10,Infield
KBOFAN0002085,47.0,Daegu,doosan bears,31-12-2022,Silver,No,6.0,156400.0,11/20/2025,0.0,Friend Referral,8,Infield
KBOFAN0002074,67.0,DAEGU,lg twins,03/05/2018,VIP,n,7.0,402482.0,2025-02-10,1.0,Friend Referral,11,Infield
KBOFAN0003700,25.0,Jeju-si,lotte giants,2022.03.31,Bronze,0,5.0,143582.0,2023-12-14,1.0,Club Website,6,Premium Box
KBOFAN0000398,56.0,Changwon ,SAMSUNG LIONS,05-11-2018,Silver,Y,6.0,154892.0,2023-02-11,1.0,Offline Event,11,Premium Box
KBOFAN0000167,62.0,CHANGWON,NC DINOS,2017.08.11,Bronze,Yes,7.0,313076.0,2025-01-15,1.0,SNS,11,Infield
KBOFAN0004511,27.0,Incheon City,lg twins,2017-04-18,Silver,y,5.0,169024.0,2023-06-23,1.0,Club Website,8,Family Zone
KBOFAN0001226,23.0, Jeju,samsung lions,02-08-2015,Gold,No,5.0,188464.0,04/17/2024,,Club Website,8,
KBOFAN0001797,36.0,, Hanwha Eagles ,2021-02-16,Silver,y,4.0,201906.0,2024-10-04,0.0,Offline Event,8,Table Seat
KBOFAN0001643,48.0,incheon,LGTwins,2024.10.08,Silver,1,7.0,451484.0,05/02/2024,1.0,Offline Event,12,Family Zone
KBOFAN0000143,18.0,daejeon,LG TWINS,27-05-2018,Gold,n,11.0,294140.0,10/13/2025,1.0,SNS,12,Outfield
KBOFAN0001241,21.0,Gwangju City,kia tigers,2022-12-03,Bronze,Yes,8.0,236750.0,2023-09-13,0.0,Advertisement,11,Table Seat
KBOFAN0001987,27.0,suwon,ssg landers,18-02-2016,Bronze,Yes,4.0,236331.0,06/17/2023,0.0,Friend Referral,8,Outfield
KBOFAN0002934,51.0,Suwon City,SamsungLions,28-06-2021,Silver,0,7.0,63345.0,07/26/2025,1.0,Advertisement,10,Outfield
KBOFAN0002224,22.0, Gwangju,hanwha eagles,2016-04-13,Bronze,y,5.0,137002.0,03/07/2025,0.0,Offline Event,5,Outfield
KBOFAN0000238,39.0, Seoul,Samsung Lions,2015-06-21,Bronze,0,7.0,404126.0,2023-01-07,0.0,Advertisement,15,Infield
KBOFAN0000990,67.0,Seoul City,lg twins,2020-02-18,Bronze,Yes,3.0,164933.0,09-08-2023,,Friend Referral,7,Premium Box
KBOFAN0004259,49.0,SUWON, SSG Landers ,05-04-2023,Bronze,No,4.0,243488.0,05/24/2024,0.0,Friend Referral,10,Premium Box
KBOFAN0001759,19.0,BUSAN,Hanwha Eagles,2019-04-16,Gold,Yes,1.0,8819.0,2023-10-17,1.0,Advertisement,11,Premium Box
KBOFAN0001022,19.0,Daegu ,DOOSAN BEARS,07/31/2021,Bronze,y,8.0,339436.0,2023.10.11,,SNS,16,Family Zone
KBOFAN0004193,28.0,Changwon-si, Lotte Giants ,2020.04.20,Silver,n,2.0,71676.0,06/18/2024,1.0,Advertisement,15,Family Zone
KBOFAN0000867,22.0,Seoul-si,Hanwha Eagles,03/19/2019,,1,7.0,433411.0,2024.10.14,1.0,Friend Referral,15,Infield
KBOFAN0004511,27.0,Incheon City,lg twins,2017-04-18,Silver,y,5.0,164502.0,2023-06-23,1.0,Club Website,9,Family Zone
KBOFAN0002802,55.0,Suwon-si,KT WIZ,2023.08.08,Bronze,1,7.0,152941.0,2025-02-01,0.0,Club Website,15,Outfield
KBOFAN0004448,46.0,JEJU, KIA Tigers ,21-03-2022,Silver,Yes,3.0,104823.0,2024-01-16,0.0,,10,Table Seat
KBOFAN0002510,18.0, Daejeon, SSG Landers ,2016-06-01,Bronze,1,6.0,223707.0,01/06/2025,0.0,SNS,9,Infield
KBOFAN0001698,23.0,cheongju,kiwoom heroes,11/15/2022,Bronze,No,8.0,241356.0,07/04/2024,0.0,Advertisement,12,Outfield
KBOFAN0002479,21.0,Busan ,NC Dinos,17-12-2023,Bronze,1,6.0,277327.0,2023-05-19,1.0,Advertisement,12,Outfield
KBOFAN0002218,49.0,incheon,SSG Landers,2023-08-28,Bronze,0,2.0,77174.0,06/28/2023,,Club Website,14,Premium Box
KBOFAN0003111,53.0,CHANGWON,NC Dinos,2023-02-03,Gold,N,8.0,190088.0,09/15/2025,0.0,Friend Referral,12,Infield
KBOFAN0003281,50.0,changwon,LG TWINS,27-04-2021,Silver,Yes,7.0,245770.0,11/06/2024,0.0,Friend Referral,9,Outfield
KBOFAN0004252,31.0,Incheon City,lg twins,2017-09-22,Bronze,Yes,7.0,331802.0,12/26/2024,0.0,SNS,16,Outfield
KBOFAN0001583,47.0,incheon,LGTwins,28-01-2019,VIP,Yes,1.0,32753.0,05-07-2025,0.0,Offline Event,10,
KBOFAN0000804,18.0,incheon,KIWOOM HEROES,2022.04.20,VIP,0,4.0,163494.0,2023-11-29,1.0,Club Website,15,Outfield
KBOFAN0001227,54.0,Seoul,ssg landers,10/26/2019,VIP,No,6.0,228335.0,10-10-2025,1.0,Friend Referral,14,Infield
KBOFAN0001204,42.0,Incheon ,DoosanBears,2022.05.12,VIP,N,6.0,239406.0,2023-09-21,0.0,Friend Referral,7,Premium Box
KBOFAN0004018,32.0,Seoul ,NC Dinos,08/03/2016,Bronze,No,4.0,150018.0,2023-03-03,0.0,Club Website,11,Outfield
KBOFAN0003243,16.0,Gwangju-si,NC DINOS,2015.10.16,Bronze,N,4.0,50059.0,2024-11-04,0.0,Club Website,11,Premium Box
KBOFAN0002763,53.0, Daegu,LGTwins,2020-07-21,Silver,0,7.0,310890.0,2023.12.02,0.0,SNS,4,Infield
KBOFAN0002918,34.0, Cheongju,kia tigers,09-06-2017,Silver,0,7.0,117630.0,2024-11-30,1.0,SNS,8,Premium Box
KBOFAN0004771,16.0,Busan-si, Lotte Giants ,2016-11-05,Silver,n,6.0,227289.0,11-05-2024,0.0,Friend Referral,14,Outfield
KBOFAN0000402,73.0,Seoul ,kia tigers,2015-08-23,Bronze,y,6.0,83323.0,2025-12-21,1.0,Offline Event,11,Family Zone
KBOFAN0002818,61.0,Jeju ,SSGLanders,2017-05-07,Silver,0,4.0,189516.0,2025-05-21,0.0,Friend Referral,12,Infield
KBOFAN0004958,29.0,Cheongju ,doosan bears,2018-02-14,Bronze,y,6.0,163204.0,2025.06.06,0.0,Offline Event,13,Infield
KBOFAN0001268,68.0,Changwon City,KIA TIGERS,18-05-2017,Silver,N,4.0,258373.0,2025-07-06,0.0,Club Website,5,Family Zone
KBOFAN0000806,71.0,daejeon, LG Twins ,2017.09.19,Silver,No,7.0,394385.0,2025.04.05,0.0,,12,
KBOFAN0001444,40.0, Cheongju, Kiwoom Heroes ,2018-08-16,Silver,No,10.0,58593.0,2025-11-12,1.0,Offline Event,12,Premium Box
KBOFAN0000960,49.0,Busan,LG TWINS,2018-03-06,Gold,Y,3.0,65457.0,2025-09-16,1.0,Offline Event,7,Table Seat
KBOFAN0004392,65.0,Incheon City, Doosan Bears ,2024-11-16,Gold,Yes,4.0,137456.0,2025-10-10,0.0,Advertisement,10,
KBOFAN0000186,27.0,Changwon , NC Dinos ,10/01/2017,Silver,0,5.0,175409.0,2025-05-05,1.0,Club Website,11,Family Zone
KBOFAN0003831,18.0,Daegu ,KiwoomHeroes,2017-10-01,Silver,0,3.0,5539.0,2023-01-27,,Advertisement,4,Premium Box
KBOFAN0002086,, Cheongju, Doosan Bears ,2016-08-07,Silver,n,10.0,381137.0,03/22/2023,0.0,Offline Event,8,Family Zone
KBOFAN0000097,45.0,CHEONGJU,DoosanBears,05/05/2021,Silver,N,8.0,98765.0,05/08/2025,0.0,Advertisement,8,Premium Box
KBOFAN0004532,70.0,INCHEON,lotte giants,2021-10-01,Gold,0,9.0,330286.0,2024-03-03,1.0,Offline Event,12,Infield
KBOFAN0004802,68.0,Jeju City,SSG LANDERS,2020.09.25,Bronze,N,6.0,274729.0,2025-06-28,0.0,Friend Referral,11,Premium Box
KBOFAN0002120,36.0,Daegu,lg twins,2023-10-28,Bronze,Y,3.0,102238.0,03-03-2024,1.0,SNS,9,Table Seat
KBOFAN0003764,32.0,Suwon-si,DOOSAN BEARS,2024.07.22,Gold,0,8.0,468806.0,2025-02-23,,Friend Referral,12,Table Seat
KBOFAN0003422,55.0, Incheon,DOOSAN BEARS,2023-12-11,Bronze,N,6.0,427372.0,2024-05-21,1.0,Advertisement,10,
KBOFAN0000670,36.0,DAEGU,Lotte Giants,2023-08-09,Silver,N,8.0,35417.0,13-07-2025,0.0,SNS,7,Family Zone
KBOFAN0001753,53.0,Daegu ,samsung lions,2016-01-18,VIP,0,9.0,260112.0,2023-09-28,0.0,Offline Event,8,Family Zone
KBOFAN0002988,44.0,Changwon,DOOSAN BEARS,16-06-2016,VIP,1,6.0,225940.0,03-10-2023,1.0,,10,Premium Box
KBOFAN0002573,51.0,Changwon City,LG TWINS,2019-02-22,Bronze,n,8.0,244438.0,11/24/2023,0.0,Advertisement,15,Premium Box
KBOFAN0002882,63.0,Suwon-si,LG Twins,2024-05-09,Bronze,Y,4.0,150244.0,09/13/2023,1.0,SNS,6,Premium Box
KBOFAN0001660,55.0,Daejeon,lg twins,19-08-2018,Bronze,0,3.0,191014.0,2023-08-23,,SNS,7,Outfield
KBOFAN0003466,41.0, Jeju,LOTTE GIANTS,2016-07-28,Silver,N,6.0,261732.0,2025-08-20,0.0,SNS,12,Outfield
KBOFAN0002951,59.0, Busan,DOOSAN BEARS,2020-04-30,VIP,0,6.0,186805.0,11/03/2024,0.0,Advertisement,7,Family Zone
KBOFAN0002698,71.0,DAEGU,lotte giants,01/27/2016,Gold,1,3.0,101556.0,05/10/2023,0.0,Advertisement,12,Family Zone
KBOFAN0003350,31.0,Daejeon,hanwha eagles,2015.12.08,Bronze,Y,5.0,162435.0,24-03-2024,1.0,,8,Outfield
KBOFAN0001378,21.0,daejeon,KiwoomHeroes,2016-08-10,Bronze,n,3.0,107283.0,29-08-2025,1.0,Offline Event,11,Family Zone
KBOFAN0003245,47.0,cheongju,Samsung Lions,05/10/2016,Bronze,N,10.0,424130.0,2023-01-05,,Advertisement,8,Infield
KBOFAN0003554,35.0,Gwangju,KIWOOM HEROES,23-12-2018,VIP,N,6.0,381713.0,2025.08.05,1.0,Friend Referral,10,Table Seat
KBOFAN0004925,66.0,daejeon, LG Twins ,18-07-2019,Bronze,n,10.0,233147.0,12/28/2025,0.0,Friend Referral,7,Outfield
KBOFAN0002633,61.0, Gwangju,NC DINOS,2022.06.06,Gold,y,7.0,259696.0,09/01/2023,0.0,Club Website,7,Table Seat
KBOFAN0003594,38.0,GWANGJU, KIA Tigers ,2018-11-29,Bronze,0,5.0,116419.0,2025.12.19,0.0,,11,Infield
KBOFAN0004659,38.0,Seoul , NC Dinos ,02/14/2022,Bronze,Yes,7.0,387370.0,2024-05-29,1.0,Club Website,9,Premium Box
KBOFAN0004035,43.0,Busan City,LG TWINS,2016-04-17,Bronze,y,8.0,301332.0,2023-10-28,0.0,Advertisement,8,Infield
KBOFAN0002758,70.0,Changwon City,Hanwha Eagles,10/25/2016,Bronze,0,8.0,393454.0,2024-10-09,0.0,Advertisement,8,Family Zone
KBOFAN0004696,38.0,Busan, KIA Tigers ,04/26/2016,Gold,n,4.0,180649.0,2025-11-23,0.0,Offline Event,10,Family Zone
KBOFAN0000944,71.0,Suwon,DoosanBears,2018-06-27,Silver,Yes,5.0,201018.0,06-02-2025,1.0,Friend Referral,17,Outfield
KBOFAN0004075,21.0,GWANGJU,SSG LANDERS,2017-07-11,Bronze,Yes,6.0,151497.0,2023.12.18,0.0,Advertisement,12,Outfield
KBOFAN0004686,68.0,Jeju City, Lotte Giants ,2019-08-09,Silver,No,11.0,143455.0,03/22/2025,1.0,Club Website,13,Infield
KBOFAN0000242,32.0,Jeju , Samsung Lions ,2015-01-03,,n,9.0,262197.0,09/06/2023,0.0,SNS,9,Family Zone
KBOFAN0001790,65.0,Gwangju-si,kt wiz,2015-02-11,Gold,0,5.0,99959.0,31-03-2023,1.0,Club Website,14,Premium Box
KBOFAN0001927,73.0,Jeju ,lg twins,12/16/2018,VIP,1,4.0,174561.0,2024-11-02,0.0,Offline Event,12,Table Seat
KBOFAN0000527,18.0,Jeju,SAMSUNG LIONS,2017-12-05,Silver,y,2.0,77258.0,2025-02-15,0.0,Offline Event,11,Premium Box
KBOFAN0004936,65.0,Cheongju-si,SamsungLions,2023.02.14,Silver,1,1.0,22356.0,23-08-2023,,Friend Referral,12,Table Seat
KBOFAN0002588,36.0, Suwon,Doosan Bears,07-09-2020,Bronze,Y,11.0,335338.0,27-05-2023,,SNS,9,
KBOFAN0003881,36.0,Incheon,kt wiz,2022.06.03,VIP,N,4.0,52951.0,2024-09-05,1.0,Advertisement,16,Table Seat
KBOFAN0002253,50.0,Incheon-si,KIA TIGERS,13-08-2020,Gold,y,8.0,442899.0,2025-01-31,,Advertisement,11,Outfield
KBOFAN0004147,67.0,Suwon City,SSG LANDERS,2024-12-24,Silver,0,5.0,180686.0,11/13/2023,0.0,Club Website,12,Premium Box
KBOFAN0002137,57.0,Cheongju-si,KIATigers,05/12/2016,Bronze,1,6.0,161047.0,2023-10-07,1.0,,10,Table Seat
KBOFAN0004425,50.0,Incheon City,Samsung Lions,19-11-2015,Bronze,No,3.0,113431.0,2025-01-18,1.0,Friend Referral,10,Family Zone
KBOFAN0000430,16.0,daegu,Samsung Lions,05/03/2015,Bronze,Yes,6.0,232422.0,2024-03-28,0.0,Offline Event,15,Family Zone
KBOFAN0004981,20.0,Changwon, NC Dinos ,2020-10-03,Gold,1,,184842.0,2024-11-17,1.0,Advertisement,17,Infield
KBOFAN0002067,44.0,Daegu City, Hanwha Eagles ,12/30/2021,Bronze,No,6.0,283733.0,2024-09-07,0.0,Offline Event,15,Infield
KBOFAN0002326,73.0,Cheongju-si,Samsung Lions,2016.06.03,Gold,Y,4.0,112287.0,2023-10-24,0.0,Offline Event,11,Family Zone
KBOFAN0004460,36.0,INCHEON,KIA TIGERS,2015.11.29,,0,8.0,113397.0,2024-05-06,0.0,,10,Family Zone
KBOFAN0004615,68.0,Daegu,NCDinos,07/18/2024,Silver,Yes,7.0,210860.0,09-06-2024,1.0,Offline Event,14,Table Seat
KBOFAN0001479,20.0,Busan City,kia tigers,06/07/2022,Silver,Y,2.0,106000.0,2023-04-11,1.0,SNS,11,Infield
KBOFAN0000339,16.0,JEJU,KIATigers,2015-09-15,VIP,n,6.0,208631.0,12-08-2024,0.0,Offline Event,5,Outfield
KBOFAN0002075,72.0,Suwon ,Kiwoom Heroes,2016-05-20,Silver,0,6.0,289507.0,2025-07-18,1.0,Advertisement,10,Table Seat
KBOFAN0002012,39.0,busan,LG Twins,30-08-2021,,Y,7.0,356467.0,01-07-2023,0.0,Advertisement,10,Family Zone
KBOFAN0000254,18.0, Daegu,LG Twins,02/17/2023,Gold,n,3.0,89285.0,12/05/2025,0.0,Advertisement,11,Outfield
KBOFAN0000321,35.0,Gwangju City,KIA Tigers,2018-01-27,Silver,n,6.0,332306.0,11/22/2023,1.0,Offline Event,12,Family Zone
KBOFAN0002049,71.0,Changwon,hanwha eagles,01/15/2020,Bronze,1,7.0,336603.0,2024-06-23,,SNS,13,Premium Box
KBOFAN0000947,43.0,jeju,HanwhaEagles,02-10-2019,Bronze,1,9.0,468410.0,08/01/2025,1.0,Offline Event,11,Family Zone
KBOFAN0002574,56.0,BUSAN,LG Twins,02/28/2018,Silver,Yes,4.0,226710.0,2024.10.10,1.0,SNS,3,Family Zone
KBOFAN0001085,60.0,incheon,LG TWINS,17-10-2015,Silver,N,7.0,426873.0,11/13/2023,1.0,Advertisement,12,Premium Box
KBOFAN0001192,56.0,Cheongju City,Hanwha Eagles,2017-03-20,Silver,Yes,12.0,608986.0,21-07-2025,1.0,Advertisement,9,Premium Box
KBOFAN0000621,55.0,Cheongju ,NC Dinos,2017-09-08,Silver,n,5.0,254721.0,2025-03-19,1.0,Advertisement,9,Infield
KBOFAN0002099,42.0,daegu,DOOSAN BEARS,2016-07-24,VIP,Yes,6.0,217060.0,2024-04-28,1.0,Advertisement,8,Premium Box
KBOFAN0000751,48.0,SEOUL, KIA Tigers ,2016-01-11,Silver,n,10.0,599215.0,2025-01-10,1.0,Advertisement,12,Premium Box
KBOFAN0002917,19.0,daejeon,lotte giants,2023-11-05,Bronze,y,6.0,147869.0,30-05-2025,0.0,Friend Referral,17,Infield
KBOFAN0003952,38.0,Busan-si,KIA Tigers,2020-07-31,Silver,0,11.0,605987.0,29-11-2025,0.0,Offline Event,11,Infield
KBOFAN0001865,,Gwangju ,NC Dinos,2017-03-22,VIP,No,6.0,232466.0,04/11/2025,1.0,Advertisement,10,Outfield
KBOFAN0001959,63.0,Jeju-si,KT Wiz,2020-03-02,Gold,N,9.0,241512.0,17-05-2025,,Friend Referral,9,Table Seat
KBOFAN0003042,40.0,Busan ,KIATigers,08/26/2022,VIP,0,6.0,411066.0,2025-02-03,0.0,Friend Referral,10,Outfield
KBOFAN0003775,55.0,Incheon ,KT Wiz,11-07-2024,Gold,n,4.0,235087.0,16-04-2024,,,9,
KBOFAN0001778,,DAEJEON,kia tigers,2015.11.13,Bronze,Y,6.0,240990.0,2023.10.07,0.0,Offline Event,13,Table Seat
KBOFAN0000578,75.0,Daejeon,kia tigers,2015.10.12,Bronze,No,3.0,152091.0,2024-07-02,1.0,Friend Referral,11,Table Seat
KBOFAN0001668,69.0, Cheongju,DOOSAN BEARS,2022.02.11,,No,,175410.0,04/26/2024,1.0,Advertisement,10,Outfield
KBOFAN0001396,29.0,Cheongju-si,hanwha eagles,2017-04-08,Bronze,No,-1.0,136282.0,2024.12.27,1.0,Club Website,14,Outfield
KBOFAN0002184,30.0,daegu,Doosan Bears,05-07-2021,VIP,No,6.0,229625.0,2023-03-16,,Friend Referral,12,Table Seat
KBOFAN0001806,71.0,Daegu,SSG LANDERS,2016-04-15,Gold,Y,9.0,676213.0,2024.03.12,,Friend Referral,8,Premium Box
KBOFAN0004411,73.0,changwon,KIA Tigers,11/26/2024,Bronze,N,3.0,85558.0,2025.05.16,1.0,Offline Event,11,Outfield
KBOFAN0000271,53.0,CHEONGJU, Doosan Bears ,08/20/2019,Gold,No,6.0,277671.0,01-02-2025,1.0,Advertisement,9,Family Zone
KBOFAN0000171,50.0,Seoul ,LG Twins,2022-03-30,,n,8.0,310367.0,2024.05.31,0.0,Offline Event,12,Premium Box
KBOFAN0002042,35.0,Seoul City,kia tigers,2015-05-07,Bronze,0,,116213.0,11/28/2023,1.0,Offline Event,17,Infield
KBOFAN0003144,62.0,daegu,NCDinos,2019.05.13,Bronze,1,4.0,217620.0,2023-03-05,0.0,Friend Referral,14,Premium Box
KBOFAN0004156,62.0,Gwangju ,DoosanBears,2022.03.11,,n,5.0,122629.0,20-05-2024,0.0,Friend Referral,12,Infield
KBOFAN0001816,33.0,DAEJEON,LG Twins,11/22/2019,Bronze,No,3.0,105963.0,12-06-2024,0.0,SNS,12,Infield
KBOFAN0003660,29.0,BUSAN,SSG Landers,01-06-2016,Bronze,1,2.0,34093.0,2024-02-11,0.0,Advertisement,12,Premium Box
KBOFAN0002586,71.0,suwon,SamsungLions,2023-02-27,,n,5.0,28301.0,2023-11-19,0.0,Club Website,8,Outfield
KBOFAN0001497,75.0,Suwon,LG Twins,2024-11-18,Bronze,Y,7.0,376937.0,2023.04.25,,SNS,13,Family Zone
KBOFAN0002884,69.0,Gwangju ,Doosan Bears,2022-02-24,,Y,7.0,223895.0,2023-06-20,0.0,Club Website,14,Premium Box
KBOFAN0001276,22.0,Daejeon-si,KT Wiz,08/29/2022,Silver,Yes,2.0,49859.0,2024-05-19,0.0,,12,Outfield
KBOFAN0003914,71.0,Suwon,KIA TIGERS,25-01-2017,Bronze,No,,429677.0,2023-01-23,0.0,Club Website,11,Premium Box
KBOFAN0001787,50.0,Busan-si,Doosan Bears,2022.02.08,Bronze,No,5.0,133869.0,2023-08-12,1.0,SNS,9,Table Seat
KBOFAN0003055,60.0, Suwon, Lotte Giants ,2018.05.25,Gold,y,11.0,387572.0,2024-10-11,,Friend Referral,8,Outfield
KBOFAN0003824,54.0,,NCDinos,03-12-2015,Bronze,Yes,3.0,140504.0,2023-01-18,1.0,Advertisement,11,
KBOFAN0003401,59.0,Daegu,Kiwoom Heroes,29-09-2023,,1,8.0,326998.0,2025-10-06,1.0,Club Website,13,Premium Box
KBOFAN0003958,39.0,Incheon City,kiwoom heroes,04/21/2016,VIP,y,11.0,200504.0,24-11-2025,1.0,SNS,12,Family Zone
KBOFAN0002171,37.0,Incheon ,ssg landers,2017.03.31,Bronze,0,2.0,88794.0,2025.06.29,1.0,Offline Event,13,Outfield
KBOFAN0002302,41.0,Seoul City,KIA Tigers,2015-04-18,Bronze,Y,-1.0,268509.0,12/25/2025,1.0,Club Website,10,Table Seat
KBOFAN0003977,75.0,jeju,lotte giants,2018.04.14,Bronze,N,6.0,79008.0,2025.04.20,1.0,Club Website,9,Premium Box
KBOFAN0002778,,Changwon-si,DoosanBears,10/28/2020,Bronze,0,8.0,88392.0,08/06/2023,0.0,Advertisement,10,Family Zone
KBOFAN0000296,70.0, Jeju, LG Twins ,11/23/2022,Bronze,1,6.0,33310.0,2023-07-10,,Advertisement,9,Premium Box
KBOFAN0001071,42.0,daegu,Lotte Giants,07/03/2016,Bronze,n,7.0,29624.0,2024.05.16,0.0,Offline Event,10,
KBOFAN0000054,55.0,seoul,SamsungLions,2022-05-28,Bronze,Y,6.0,330104.0,2025.09.25,1.0,Club Website,9,Family Zone
KBOFAN0004723,20.0,Incheon-si,kia tigers,12-10-2022,Silver,No,4.0,152911.0,2025-07-06,1.0,Offline Event,9,Family Zone
KBOFAN0004556,24.0,Gwangju , Doosan Bears ,2016-12-16,Gold,Yes,7.0,153265.0,2025-06-13,0.0,Advertisement,10,
KBOFAN0004368,46.0,gwangju,LG TWINS,06/14/2016,Silver,No,6.0,273186.0,2024.01.18,0.0,Friend Referral,9,Outfield
KBOFAN0002787,27.0,Jeju-si,kt wiz,2015-10-02,,1,5.0,209570.0,2024-12-29,1.0,SNS,12,Family Zone
KBOFAN0002007,52.0,cheongju,HanwhaEagles,2022.06.21,Bronze,y,5.0,177740.0,03/13/2024,1.0,Club Website,7,Premium Box
KBOFAN0000302,67.0,Cheongju ,kia tigers,2021-03-10,Bronze,y,8.0,305383.0,01/10/2024,,Club Website,9,Table Seat
KBOFAN0000366,20.0, Daegu,kiwoom heroes,2021.12.03,Gold,N,7.0,270003.0,08-03-2025,0.0,Club Website,8,Family Zone
KBOFAN0000103,16.0,Changwon,LG Twins,2023.01.04,Silver,No,7.0,139317.0,2025.06.11,1.0,Advertisement,3,Family Zone
KBOFAN0004537,34.0,Incheon,SSG LANDERS,2016-03-15,Silver,y,4.0,142925.0,2025.11.02,0.0,Offline Event,11,Family Zone
KBOFAN0003892,48.0,incheon, Doosan Bears ,2021-08-03,Bronze,n,2.0,46729.0,05/29/2024,1.0,Friend Referral,9,Infield
KBOFAN0003176,51.0,Busan,SSG LANDERS,2017-06-13,Bronze,Yes,6.0,192869.0,12-01-2024,1.0,SNS,14,Table Seat
KBOFAN0002797,66.0,Suwon City,kia tigers,2018-11-13,Gold,1,4.0,186305.0,08/31/2023,,SNS,15,Premium Box
KBOFAN0002639,62.0,Busan City,SSG Landers,2023.09.05,Bronze,Y,9.0,199775.0,2023-06-03,0.0,Advertisement,11,Infield
KBOFAN0004288,28.0,Jeju,HanwhaEagles,2021-06-14,Bronze,N,7.0,364300.0,2025-05-05,0.0,,15,Premium Box
KBOFAN0001488,22.0,busan,LotteGiants,2016-09-05,Silver,Yes,10.0,114545.0,2025-05-15,0.0,SNS,11,Premium Box
KBOFAN0003304,28.0, Jeju,nc dinos,2022-04-09,Silver,Yes,4.0,128447.0,2023.11.02,0.0,Advertisement,10,Family Zone
KBOFAN0000375,36.0, Daejeon,DOOSAN BEARS,02/03/2020,Bronze,0,7.0,318277.0,2024-08-15,1.0,Advertisement,15,Premium Box
KBOFAN0001214,70.0, Cheongju,NC DINOS,2022-06-21,Bronze,Yes,7.0,241595.0,2024.01.26,1.0,SNS,11,Infield
KBOFAN0000545,37.0,Suwon City,kiwoom heroes,2019.10.23,Bronze,0,8.0,313582.0,2024-11-30,1.0,Offline Event,8,Table Seat
